,camis,std_dba,building,street,boro,cuisine,insp_type,ts,grade,score,lat,long,county,year,tt_a,tt_b,tt_c
21917,50018577,12 CHAIRS CAFE,342,Wythe Avenue,Brooklyn,Middle Eastern,Cycle Inspection / Re-inspection,2022-03-28,A,5.0,40.714514964868,-73.965049379168,Kings,2022,A,,
21923,50018578,CLOVE INDIAN RESTAURANT BAR,1592,Amsterdam Avenue,Manhattan,Indian,Cycle Inspection / Re-inspection,2023-02-07,B,24.0,40.821217532574,-73.950551744079,New York,2023,,B,
21927,50018594,THE SPOTTED OWL,211,Avenue A,Manhattan,American,Cycle Inspection / Re-inspection,2022-09-01,A,12.0,40.729820759444,-73.980794194713,New York,2022,A,,
21929,50018601,BELLA PIZZA RESTAURANT,208,Livingston Street,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2023-02-23,A,2.0,40.689698464296,-73.985951414916,Kings,2023,A,,
21930,50018603,SPICY PIZZA,4322,43Rd Avenue,Queens,Pizza,Cycle Inspection / Re-inspection,2023-02-21,A,10.0,40.745176721685,-73.920849288169,Queens,2023,A,,
21932,50018604,MR NOSH,3323,Avenue N,Brooklyn,Jewish/Kosher,Cycle Inspection / Re-inspection,2019-10-31,A,8.0,40.617554556943,-73.941961173165,Kings,2019,A,,
21934,50018653,JJM CAFE,6310,20 Avenue,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2019-12-04,A,10.0,40.617458477602,-73.984896888689,Kings,2019,A,,
21941,50018654,CHIKURIN,1777,Ocean Avenue,Brooklyn,Japanese,Cycle Inspection / Re-inspection,2023-03-01,B,22.0,40.618943834141,-73.955100287306,Kings,2023,,B,
21946,50018662,AUGUST GATHERINGS,266,Canal Street,Manhattan,Chinese,Cycle Inspection / Re-inspection,2023-01-10,A,7.0,40.718785655776,-74.00105338399,New York,2023,A,,
21949,50018668,SVL BAR,3018B,Astoria Boulevard,Queens,Greek,Cycle Inspection / Re-inspection,2023-02-06,A,11.0,40.770223933985,-73.91874710506,Queens,2023,A,,
21952,50018683,PILAR CUBAN EATERY,397,Greene Avenue,Brooklyn,Latin American,Cycle Inspection / Re-inspection,2023-02-01,B,23.0,40.687933924872,-73.955223125747,Kings,2023,,B,
21957,50018697,LEXINGTON PIZZA PARLOR,1590,Lexington Avenue,Manhattan,Pizza,Cycle Inspection / Re-inspection,2023-01-03,C,44.0,40.789210236622,-73.948726617051,New York,2023,,,C
21965,50018699,PAPA JOHNS,138,4 Avenue,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2019-05-14,A,11.0,40.680225558226,-73.981147439297,Kings,2019,A,,
21968,50018703,VEYTAS BAKERY CAFE RESTAURANT,9201,Roosevelt Avenue,Queens,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2020-01-02,A,10.0,40.748626765557,-73.874536758573,Queens,2020,A,,
21970,50018726,HUI WEI CHINESE FOOD,706,56 Street,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2022-02-07,A,11.0,40.63891782313,-74.009162797727,Kings,2022,A,,
21979,50018732,LA CONTENTA,102,Norfolk Street,Manhattan,Mexican,Cycle Inspection / Re-inspection,2019-10-11,A,9.0,40.718812385599,-73.987124900726,New York,2019,A,,
21984,50018734,ASIAN TOKYO JAPANESE CUISINE,4685,Manhattan College Parkway,Bronx,Japanese,Cycle Inspection / Re-inspection,2019-12-09,B,19.0,40.890871942287,-73.898319355505,Bronx,2019,,B,
21987,50018738,KISS MY SLICE,274,West 40 Street,Manhattan,Pizza,Cycle Inspection / Re-inspection,2023-02-10,A,2.0,40.755548575012,-73.989817662377,New York,2023,A,,
21988,50018745,THE MOORE HOTEL,300,West 22 Street,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2019-07-30,A,2.0,40.744795052225,-73.999400923728,New York,2019,A,,
21989,50018753,BOEUF BUN,271,Kingston Avenue,Brooklyn,Jewish/Kosher,Cycle Inspection / Re-inspection,2022-04-12,A,11.0,40.67052066662,-73.942077124093,Kings,2022,A,,
21992,50018819,BRICOLAGE,162,5 Avenue,Brooklyn,Southeast Asian,Cycle Inspection / Re-inspection,2020-02-24,A,10.0,40.677870254227,-73.979478873356,Kings,2020,A,,
21994,50018822,SONG E NAPULE,146,West Houston Street,Manhattan,Pizza,Cycle Inspection / Re-inspection,2023-02-08,A,10.0,40.727925718099,-74.00192305127,New York,2023,A,,
21995,50018884,DUNKIN BASKIN ROBBINS,7302,Austin Street,Queens,American,Cycle Inspection / Re-inspection,2022-07-05,A,10.0,40.718246384521,-73.840370243289,Queens,2022,A,,
21999,50018892,NEW HO WAH CHINESE,4201,Broadway,Queens,Chinese,Cycle Inspection / Re-inspection,2019-12-12,B,24.0,40.758167904608,-73.91727831361,Queens,2019,,B,
22003,50018950,LUIGIS PIZZERIA,326,Dekalb Avenue,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2022-12-27,A,11.0,40.689735297362,-73.965473490836,Kings,2022,A,,
22005,50019021,ADALYA,55,Irving Place,Manhattan,Mediterranean,Cycle Inspection / Re-inspection,2019-08-13,A,13.0,40.736098933941,-73.987233408618,New York,2019,A,,
22010,50019025,GREY DOLPHIN SPORTS BAR LOUNGE,22320,Linden Boulevard,Queens,Caribbean,Cycle Inspection / Re-inspection,2019-11-20,A,8.0,40.694220837543,-73.73726668417,Queens,2019,A,,
22012,50019029,AMMOS ESTIATORIO,52,Vanderbilt Avenue,Manhattan,Greek,Cycle Inspection / Re-inspection,2023-03-01,B,18.0,40.754028912268,-73.977213886606,New York,2023,,B,
22020,50019068,BA AL CAFE AND FALAFEL,71,Sullivan Street,Manhattan,Mediterranean,Cycle Inspection / Re-inspection,2019-08-20,A,11.0,40.724618224978,-74.003889204479,New York,2019,A,,
22023,50019079,TASTY CARIBBEAN,856,Utica Avenue,Brooklyn,Caribbean,Cycle Inspection / Re-inspection,2022-11-01,C,65.0,40.652401409733,-73.930463204986,Kings,2022,,,C
22032,50019082,L ANTAGONISTE,641,Hancock Street,Brooklyn,French,Cycle Inspection / Re-inspection,2023-02-01,B,23.0,40.684847116642,-73.929946084857,Kings,2023,,B,
22036,50019085,GINA MEXICANA,145,East 61 Street,Manhattan,Tex-Mex,Cycle Inspection / Re-inspection,2019-06-18,A,8.0,40.763347617078,-73.966951343261,New York,2019,A,,
22044,50019095,EARLY,967,Manhattan Avenue,Brooklyn,Coffee/Tea,Cycle Inspection / Re-inspection,2023-01-25,A,12.0,40.732162899919,-73.954594328316,Kings,2023,A,,
22049,50019096,LUK BART HOMEMADE FOOD,2960,Richmond Terrace,Staten Island,Polish,Cycle Inspection / Re-inspection,2019-06-17,A,10.0,40.636809882429,-74.158821682423,Richmond,2019,A,,
22051,50019113,DEBORAH MILLER,3,Madison Street,Manhattan,American,Cycle Inspection / Re-inspection,2023-02-21,B,23.0,40.711717880004,-74.000605992032,New York,2023,,B,
22055,50019120,NEW TOPAZ,127,West 56 Street,Manhattan,Thai,Cycle Inspection / Re-inspection,2022-07-11,A,0.0,40.764121694144,-73.978798795979,New York,2022,A,,
22060,50019178,PARIS BAGUETTE,97,Court Street,Brooklyn,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2020-02-19,A,2.0,40.691120814849,-73.991666587453,Kings,2020,A,,
22061,50019179,PARIS BAGUETTE CAFE,2568,Broadway,Manhattan,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2022-07-06,A,12.0,40.795012316671,-73.971500658714,New York,2022,A,,
22066,50019203,SOPHIES CUBAN CUISINE,76,Fulton Street,Manhattan,Latin American,Cycle Inspection / Re-inspection,2020-01-17,A,13.0,40.709025133679,-74.005439279328,New York,2020,A,,
22069,50019234,CHINA WOK RESTAURANT,869,Nostrand Avenue,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2020-02-18,A,12.0,40.666934558646,-73.950763888127,Kings,2020,A,,
22075,50019242,RICHNESS RESTAURANT,1063,Rutland Road,Brooklyn,Caribbean,Cycle Inspection / Re-inspection,2022-01-28,B,14.0,40.663750194994,-73.924727394154,Kings,2022,,B,
22078,50019273,SUBWAY,221,East Broadway,Manhattan,Sandwiches,Cycle Inspection / Re-inspection,2023-01-27,A,6.0,40.714313692514,-73.986967054663,New York,2023,A,,
22079,50032584,LING KEE BEEF JERKY,44,Canal Street,Manhattan,Asian/Asian Fusion,Cycle Inspection / Re-inspection,2019-07-09,A,7.0,40.7147587691,-73.991479650381,New York,2019,A,,
22081,50032585,DRAGON CITY RESTAURANT,9510,Sutphin Boulevard,Queens,Chinese,Cycle Inspection / Re-inspection,2022-11-28,A,7.0,40.698217518285,-73.806359829836,Queens,2022,A,,
22083,50032642,DELICACY,12,East 44 Street,Manhattan,Sandwiches,Cycle Inspection / Re-inspection,2022-11-30,A,13.0,40.75449591674,-73.979299971529,New York,2022,A,,
22087,50032652,LAS DELICIAS RESTAURANT BAKERY,1801,College Point Boulevard,Queens,Spanish,Cycle Inspection / Re-inspection,2022-11-28,C,45.0,40.782983677323,-73.84585478843,Queens,2022,,,C
22101,50032654,JAVELINA,119,East 18 Street,Manhattan,Mexican,Cycle Inspection / Re-inspection,2020-02-03,A,3.0,40.736678105003,-73.987467846594,New York,2020,A,,
22102,50032657,EMPIRE GARDEN,6117,Springfield Boulevard,Queens,Chinese,Cycle Inspection / Re-inspection,2022-09-08,A,0.0,40.748799391976,-73.756547103858,Queens,2022,A,,
22107,50032662,SCAVELLOS ON THE ISLAND,101,City Island Avenue,Bronx,Italian,Cycle Inspection / Re-inspection,2019-06-18,B,15.0,40.840696805332,-73.784059978484,Bronx,2019,,B,
22112,50032670,TAQUERIA SANTA FE,4708,47Th Avenue,Queens,Mexican,Cycle Inspection / Re-inspection,2022-01-05,A,4.0,40.741010901094,-73.917981739735,Queens,2022,A,,
22116,50032677,DANIELAS CAFE,3901,New Utrecht Avenue,Brooklyn,Mexican,Cycle Inspection / Re-inspection,2022-07-06,A,10.0,40.645434167416,-73.994475837193,Kings,2022,A,,
22119,50032689,LIUS SHANGHAI,1869,Bath Avenue,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2023-02-08,C,30.0,40.602895561228,-74.004278217849,Kings,2023,,,C
22128,50032701,KUU,20,John Street,Manhattan,Japanese,Cycle Inspection / Re-inspection,2022-09-27,B,25.0,40.709837370946,-74.008876810465,New York,2022,,B,
22133,50032715,SUGAR HILL CAFE,410,West 145 Street,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2022-09-09,A,0.0,40.824358006449,-73.945563150109,New York,2022,A,,
22138,50032742,KING TAI,1095,Bergen Street,Brooklyn,American,Cycle Inspection / Re-inspection,2023-01-25,A,10.0,40.676063059259,-73.949322269168,Kings,2023,A,,
22147,50032750,FATHER KNOWS BEST,611A,Wilson Avenue,Brooklyn,American,Cycle Inspection / Re-inspection,2023-01-12,A,12.0,40.690111823539,-73.907097005796,Kings,2023,A,,
22155,50032753,AGAVI ORGANIC JUICEBAR,72,East 7 Street,Manhattan,"Juice, Smoothies, Fruit Salads",Cycle Inspection / Re-inspection,2022-09-20,A,9.0,40.727389741423,-73.986766050405,New York,2022,A,,
22157,50032768,LA DINASTIA LATIN CHINESE CUISINE,145,West 72 Street,Manhattan,Chinese/Cuban,Cycle Inspection / Re-inspection,2022-03-01,A,13.0,40.778068073341,-73.980343330299,New York,2022,A,,
22163,50032782,CHRIS CARIBBEAN AMERICAN RESTAURANT,576,Rogers Avenue,Brooklyn,Caribbean,Cycle Inspection / Re-inspection,2022-09-28,A,12.0,40.657779015353,-73.953243130896,Kings,2022,A,,
22165,50032794,HAMA,11,West 51 Street,Manhattan,Japanese,Cycle Inspection / Re-inspection,2019-10-22,A,7.0,40.759474565101,-73.97746830461,New York,2019,A,,
22167,50032798,GONG CHA,12,West 32 Street,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2019-08-13,C,67.0,40.747467631286,-73.986278435409,New York,2019,,,C
22171,50032853,VINNYS LUNCHBOX,171,Avenue U,Brooklyn,American,Cycle Inspection / Re-inspection,2022-09-26,A,12.0,40.59646247482,-73.977912415412,Kings,2022,A,,
22176,50032900,NEW WIN CHINESE RESTAURANT,14406,243Rd Street,Queens,Chinese,Cycle Inspection / Re-inspection,2022-11-21,A,13.0,40.660206906277,-73.739444814376,Queens,2022,A,,
22190,50032905,PUNDA TIBETAN RESTAURANT,3935,47Th Avenue,Queens,Asian/Asian Fusion,Cycle Inspection / Re-inspection,2019-10-24,A,13.0,40.741888794957,-73.925392999887,Queens,2019,A,,
22193,50032918,EMPANADAS MONUMENTAL,3477,Broadway,Manhattan,Latin American,Cycle Inspection / Re-inspection,2019-06-13,A,10.0,40.824363606922,-73.951965781681,New York,2019,A,,
22198,50032938,JOHN DOE BAR KITCHEN,253,5 Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2022-08-29,B,14.0,40.744835507503,-73.987166767892,New York,2022,,B,
22201,50032946,CAPTAINS CAFE 33,18,East 33 Street,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2019-12-20,B,22.0,40.747343830615,-73.984062515443,New York,2019,,B,
22206,50032966,DUNKIN,625,8 Avenue,Manhattan,Donuts,Cycle Inspection / Re-inspection,2020-03-06,A,6.0,40.756185423077,-73.990564733785,New York,2020,A,,
22207,50032968,ELLIES DINER RESTAURANT,58,Metropolitan Oval,Bronx,American,Cycle Inspection / Re-inspection,2022-12-27,A,10.0,40.837753730241,-73.859742336772,Bronx,2022,A,,
22209,50032980,TAQUERIA ST MARKS PL,79,Saint Marks Place,Manhattan,Mexican,Cycle Inspection / Re-inspection,2022-11-15,A,12.0,40.727806829311,-73.985791815438,New York,2022,A,,
22213,50032988,LA LOTERIA,29,7 Avenue South,Manhattan,Mexican,Cycle Inspection / Re-inspection,2020-01-06,A,12.0,40.730804909105,-74.004394705519,New York,2020,A,,
22221,50032994,MILK PULL,778,Seneca Avenue,Queens,Coffee/Tea,Cycle Inspection / Re-inspection,2022-09-15,B,19.0,40.701825670703,-73.906056355788,Queens,2022,,B,
22225,50033000,LAS MARGARITAS RESTAURANT,7206,3 Avenue,Brooklyn,Mexican,Cycle Inspection / Re-inspection,2022-12-29,C,31.0,40.633378778174,-74.02701413054,Kings,2022,,,C
22234,50033001,RONDEL,2006,Coney Island Avenue,Brooklyn,Eastern European,Cycle Inspection / Re-inspection,2018-04-19,B,17.0,40.608485987867,-73.962101454312,Kings,2018,,B,
22237,50033010,LIS GARDEN,4287,Main Street,Queens,Chinese,Cycle Inspection / Re-inspection,2019-09-24,A,11.0,40.752896360438,-73.827120016849,Queens,2019,A,,
22240,50033065,CESTRAS PIZZA III,44,Westchester Sq,Bronx,Pizza,Cycle Inspection / Re-inspection,2022-02-24,A,12.0,40.842212871263,-73.844014727386,Bronx,2022,A,,
22243,50033067,FIVE GUYS FAMOUS BURGERS AND FRIES,815,Hutchinson River Parkway,Bronx,Hamburgers,Cycle Inspection / Re-inspection,2019-09-30,A,7.0,40.823678037301,-73.836420051252,Bronx,2019,A,,
22246,50033076,LA ESQUINA DEL SABOR RESTAURANT,9901,Northern Boulevard,Queens,Latin American,Cycle Inspection / Re-inspection,2023-01-09,C,36.0,40.757245024761,-73.869351552747,Queens,2023,,,C
22254,50033077,BAO BAO CAFE,61,Lexington Avenue,Manhattan,Chinese,Cycle Inspection / Re-inspection,2022-07-19,A,0.0,40.740772794946,-73.983533618177,New York,2022,A,,
22257,50033094,SOFITEL NEW YORK,45,West 44 Street,Manhattan,American,Cycle Inspection / Re-inspection,2023-03-01,A,12.0,40.755413030859,-73.981429273189,New York,2023,A,,
22260,50033106,EL AUTENTICO,4720,Broadway,Queens,Latin American,Cycle Inspection / Re-inspection,2022-04-14,A,9.0,40.75622158969,-73.913183938907,Queens,2022,A,,
22262,50033122,PARTY WELL RESTAURANT ORIENTAL BAKERY,14932,41St Avenue,Queens,Korean,Cycle Inspection / Re-inspection,2019-09-18,C,43.0,40.762382026621,-73.814655732141,Queens,2019,,,C
22269,50033125,CARVEL,762,Manor Road,Staten Island,Frozen Desserts,Cycle Inspection / Re-inspection,2022-11-14,B,18.0,40.608194895981,-74.121114224417,Richmond,2022,,B,
22273,50033167,LA VILLETTA,398,East 52 Street,Manhattan,Italian,Cycle Inspection / Re-inspection,2020-02-03,B,24.0,40.754980991097,-73.964927000774,New York,2020,,B,
22283,50033184,SHAKING CRAB,3702,Prince Street,Queens,Seafood,Cycle Inspection / Re-inspection,2019-09-20,B,24.0,40.760752278439,-73.832950981716,Queens,2019,,B,
22287,50033207,ISTANBUL BAY TURKISH CAFE,2202,86 Street,Brooklyn,Turkish,Cycle Inspection / Re-inspection,2023-01-09,B,16.0,40.60184421269,-73.993665600805,Kings,2023,,B,
22291,50033212,BUDDHA BODAI KOSHER VEGETARIAN RESTAURANT,77,Mulberry Street,Manhattan,Vegetarian,Cycle Inspection / Re-inspection,2022-09-13,A,0.0,40.716329089472,-73.999076519438,New York,2022,A,,
22295,50033231,JUST SALAD,233,Broadway,Manhattan,Salads,Cycle Inspection / Re-inspection,2023-01-20,A,9.0,40.712258329551,-74.007892389047,New York,2023,A,,
22300,50033235,OUR NEIGHBOURHOOD SPANISH RESTAURANT,444,Mother Gaston Boulevard,Brooklyn,Spanish,Cycle Inspection / Re-inspection,2022-11-30,B,14.0,40.668199774868,-73.906489605694,Kings,2022,,B,
22303,50033252,MARIOS PIZZA,940,Manhattan Avenue,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2022-10-13,B,22.0,40.731366858083,-73.954443329956,Kings,2022,,B,
22311,50033283,MAIELLA,4610,Center Boulevard,Queens,Italian,Cycle Inspection / Re-inspection,2019-11-07,A,11.0,40.74704845472,-73.956403087978,Queens,2019,A,,
22314,50033292,COSTAS,30,West 35 Street,Manhattan,Latin American,Cycle Inspection / Re-inspection,2022-11-22,A,12.0,40.749597444374,-73.985296305028,New York,2022,A,,
22319,50033304,ASTORIA PIZZA IBIZA JUICE BAR,3204B,30Th Avenue,Queens,Pizza,Cycle Inspection / Re-inspection,2022-08-31,A,12.0,40.766440105102,-73.920448473045,Queens,2022,A,,
22324,50033308,OMIYA SUSHI,8618,4 Avenue,Brooklyn,Japanese,Cycle Inspection / Re-inspection,2022-09-22,A,12.0,40.622596922537,-74.028443449716,Kings,2022,A,,
22326,50033332,PANDA,7018,3 Avenue,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2023-02-22,B,23.0,40.634674441659,-74.02647421978,Kings,2023,,B,
22330,50033347,NEW HARDEE,854,Franklin Avenue,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2022-08-29,A,13.0,40.669029168607,-73.958573890738,Kings,2022,A,,
22332,50033403,GUIZHOU MIAOJIA NOODLES,13655,Roosevelt Avenue,Queens,Chinese,Cycle Inspection / Re-inspection,2019-10-23,A,6.0,40.760023562641,-73.828314315508,Queens,2019,A,,
22333,50033431,LEBRON RESTAURANT,1567A,Pitkin Avenue,Brooklyn,Spanish,Cycle Inspection / Re-inspection,2022-11-14,A,10.0,40.668950743628,-73.915684331159,Kings,2022,A,,
22336,50033435,WHITNEY CAFE STUDIO BAR,99,Gansevoort Street,Manhattan,American,Cycle Inspection / Re-inspection,2022-09-15,A,12.0,40.739379286478,-74.008967367861,New York,2022,A,,
22339,50033436,LA PARADA EXPRESS RESTAURANT,460,3 Avenue,Brooklyn,Latin American,Cycle Inspection / Re-inspection,2022-06-02,A,10.0,40.671545025485,-73.990958874651,Kings,2022,A,,
22341,50033448,CLAUDIAS,39,Bushwick Avenue,Brooklyn,Latin American,Cycle Inspection / Re-inspection,2022-10-11,A,10.0,40.713580380012,-73.941494873806,Kings,2022,A,,
22343,50033451,INDUSTRY KITCHEN,70,South Street,Manhattan,American,Cycle Inspection / Re-inspection,2022-09-09,A,12.0,40.704872302248,-74.00531270385,New York,2022,A,,
22345,50033458,UPHOLSTRY STORE,715,Washington Street,Manhattan,French,Cycle Inspection / Re-inspection,2019-10-29,A,10.0,40.735355507779,-74.008371441552,New York,2019,A,,
22348,50033462,BARRYS BOOTCAMP,135,West 20 Street,Manhattan,"Juice, Smoothies, Fruit Salads",Cycle Inspection / Re-inspection,2019-11-15,A,12.0,40.741583592311,-73.995471058179,New York,2019,A,,
22357,50033484,TULCINGO RESTAURANT,9558,Roosevelt Avenue,Queens,Mexican,Cycle Inspection / Re-inspection,2023-02-16,C,39.0,40.749082846865,-73.870010046981,Queens,2023,,,C
22364,50033511,DALE DINER,189,West 231 Street,Bronx,American,Cycle Inspection / Re-inspection,2022-02-17,B,18.0,40.878748161987,-73.904322770034,Bronx,2022,,B,
22368,50033552,YUZU,350,Lenox Avenue,Manhattan,Japanese,Cycle Inspection / Re-inspection,2023-01-12,B,16.0,40.809425975133,-73.944260492132,New York,2023,,B,
22374,50033595,BLACK TAP,529,Broome Street,Manhattan,American,Cycle Inspection / Re-inspection,2022-11-22,A,13.0,40.723918300509,-74.004145314316,New York,2022,A,,
22377,50033659,NEW GREAT TAYSTEE GARDENS,8118,Lefferts Boulevard,Queens,Chinese,Cycle Inspection / Re-inspection,2023-02-17,B,26.0,40.708979239472,-73.83026419698,Queens,2023,,B,
22389,50033690,HE NAN CUISINE,13631,41St Avenue,Queens,Chinese,Cycle Inspection / Re-inspection,2023-01-25,A,7.0,40.758671525406,-73.829072231746,Queens,2023,A,,
22390,50033696,SOLELUNA,4001,Queens Boulevard,Queens,Italian,Cycle Inspection / Re-inspection,2023-02-09,A,13.0,40.743792823972,-73.92411693894,Queens,2023,A,,
22396,50033708,SAMURAI MAMA,205,Grand Street,Brooklyn,Japanese,Cycle Inspection / Re-inspection,2019-10-28,A,12.0,40.714096213797,-73.960298884315,Kings,2019,A,,
22399,50033733,ICHIBANTEI,401,East 13 Street,Manhattan,Japanese,Cycle Inspection / Re-inspection,2023-01-27,B,24.0,40.730515493118,-73.982731552513,New York,2023,,B,
22404,50033747,DIG INN,16,East 23 Street,Manhattan,American,Cycle Inspection / Re-inspection,2023-02-23,A,5.0,40.741083560203,-73.988517143955,New York,2023,A,,
22407,50033769,NATIVIDAD RESTAURANT,3766,103Rd Street,Queens,Latin American,Cycle Inspection / Re-inspection,2019-12-19,A,12.0,40.752756844919,-73.864199046706,Queens,2019,A,,
22410,50033770,TASTY AND CO,9419,63Rd Dr,Queens,Chinese/Japanese,Cycle Inspection / Re-inspection,2022-02-02,A,12.0,40.728834965349,-73.863154751421,Queens,2022,A,,
22412,50033788,HUNAN DELIGHT,1467,York Avenue,Manhattan,Asian/Asian Fusion,Cycle Inspection / Re-inspection,2019-07-16,B,14.0,40.770522232763,-73.951076920431,New York,2019,,B,
22415,50033797,SENYA,109,1 Avenue,Manhattan,Japanese,Cycle Inspection / Re-inspection,2023-01-24,C,44.0,40.726769320686,-73.98589666698,New York,2023,,,C
22422,50033802,ONE WORLD OBSERVATORY,1,World Trade Ctr,Manhattan,American,Cycle Inspection / Re-inspection,2019-10-04,A,7.0,40.713273449121,-74.012819917535,New York,2019,A,,
22431,50033833,SUSHI D,207,Dekalb Avenue,Brooklyn,Japanese,Cycle Inspection / Re-inspection,2019-10-01,C,33.0,40.689550257883,-73.971293496448,Kings,2019,,,C
22439,50033839,SUBWAY,7,East 14 Street,Manhattan,Sandwiches,Cycle Inspection / Re-inspection,2023-01-09,A,9.0,40.735852416673,-73.993245062113,New York,2023,A,,
22442,50033902,GREEK EATS,1229,1 Avenue,Manhattan,Greek,Cycle Inspection / Re-inspection,2023-02-06,A,12.0,40.76422872594,-73.9586155284,New York,2023,A,,
